2.70362,2.04967,18.71115
7.02504,7.77863,43.92743
5.53515,5.04956,32.87695
9.99648,7.27539,48.73350
9.33908,9.07020,52.83895
1.99865,5.59290,27.29520
2.65603,3.59229,23.03526
4.45148,8.85001,41.99904
1.80147,1.67061,16.04441
1.13445,1.57458,14.37326
8.97033,1.41431,29.13977
2.15675,6.55901,30.98670
5.16483,3.23313,27.25507
5.43224,5.07937,33.27793
8.87150,9.99972,55.10595
5.31828,8.69697,43.49176
8.18102,2.22086,29.62969
4.61077,2.66617,24.33140
1.64549,1.88903,15.88852
1.28573,3.90739,21.25617
9.02794,4.57942,38.56010
3.04114,1.10049,16.06025
7.84129,5.50833,39.07511
8.33385,7.34493,45.26803
7.75291,5.71835,39.32657
8.54117,4.12181,35.97133
2.00445,9.17324,38.74533
3.63316,6.95428,34.64035
4.36495,5.98030,33.50824
9.45942,7.08134,47.59423
4.61839,2.62889,24.35800
1.95087,9.38620,39.52471
6.27055,1.68180,24.49944
6.66471,8.03193,44.22312
7.54512,2.77540,30.67788
4.69199,1.57142,21.08389
5.77780,8.68993,44.29314
5.76285,2.04659,24.65661
9.11881,4.52663,39.21072
5.00854,5.17067,32.27468
9.78451,8.33013,51.29006
7.45252,3.23176,31.23641
6.08025,2.09296,25.54181
2.39483,5.24661,27.80012
3.66187,6.86834,35.22395
1.65640,3.24812,19.98092
2.07776,2.54854,19.10427
1.74345,1.85265,16.39846
8.64600,6.89039,45.04383
2.68628,1.81610,17.34787
2.23787,2.66634,19.08644
7.27179,8.68314,47.14238
8.12713,2.51246,31.05498
7.72323,1.20239,26.34076
1.61904,9.88444,39.76599
2.78978,3.05652,21.56208
4.22974,8.78883,41.74417
3.02425,4.47800,26.98189
1.45424,5.95259,27.35761
4.73078,1.75218,21.29605
9.75476,1.40365,31.13106
1.42584,5.64681,27.06225
6.01575,6.90153,39.87357
4.51940,3.07621,24.95970
4.59812,2.57896,23.69351
7.53163,7.74236,45.08981
6.83850,2.50203,27.86353
6.65010,7.52286,42.60458
2.80881,5.64928,29.30235
5.13493,6.61453,36.85875
8.29311,6.60573,43.65401
6.83594,4.17765,33.04438
5.60999,6.40421,37.46362
3.20196,6.82281,33.41853
5.61484,1.67751,23.34108
2.83708,4.67206,27.08335
8.56390,4.84177,38.43932
8.45356,5.94640,41.32428
1.34852,2.56494,17.29881
8.46683,9.10959,51.35013
2.10734,9.57257,40.08597
5.49844,3.05070,26.84427
4.09534,8.48006,40.78338
8.78019,9.72910,53.46480
9.90736,9.84303,56.82417
3.07414,7.86147,36.69574
7.81676,8.50300,48.60777
5.69894,1.05769,21.13969
7.57484,3.38467,32.34676
5.00013,7.36629,38.64562
7.49886,3.19005,31.32982
1.74109,5.23138,26.45959
3.09759,6.01988,31.54812
7.93590,3.18750,31.97117
3.84945,2.58039,22.75570
5.02989,6.91827,37.70349
5.82074,3.30428,28.96538
2.70705,6.68900,32.19323
4.86453,5.92167,34.18980
6.07822,7.65173,42.49419
6.18514,7.01052,40.25729
2.26012,7.36572,33.77339
6.17000,5.16399,35.03264
9.64520,2.69119,34.22082
8.09770,9.28108,51.44065
2.52563,3.72417,23.49073
7.02697,1.95083,27.26038
9.19431,9.38174,53.15625
1.09244,1.11405,12.07536
8.83558,6.42248,44.41055
5.48488,2.38995,25.35759
4.70849,6.84342,37.14345
1.72458,6.68064,30.26056
9.45656,6.65549,45.80653
2.09868,6.14092,29.39650
6.92693,6.98140,41.92650
4.64621,9.82811,46.16450
6.88791,7.01019,42.27297
2.86507,8.91582,39.63406
7.54074,9.24612,49.91307
9.48502,2.72312,34.02430
4.23518,9.09647,42.61123
2.72416,5.89893,30.59423
6.44718,2.97153,28.48770
4.76684,9.82272,45.98774
3.61922,6.41526,33.14792
6.57619,2.23736,26.94749
9.51085,6.91450,46.86855
8.11399,6.56776,42.67310
8.33954,8.42739,49.12707
6.40888,6.68770,40.34691
8.85493,4.43240,37.98232
4.46547,7.95393,40.07603
8.46066,9.32718,51.50138
1.98146,6.61088,30.92049
8.36831,7.85222,47.15841
3.84964,3.12755,24.27685
7.81328,5.83407,40.34232
4.40248,5.45961,32.28452
1.63858,3.57427,20.74086
3.38558,7.49041,35.82387
8.12778,3.90494,34.76073
2.78016,1.47023,16.85457
2.25940,9.94976,41.01924
2.41841,4.42972,24.65703
5.59412,1.32502,22.60269
9.95142,8.05871,51.51676
1.11647,6.79056,29.34103
4.06214,1.88261,20.35415
3.37272,2.91353,22.53297
6.18430,5.86734,37.33281
8.00892,7.29214,44.39734
3.42537,7.25781,35.72007
8.67921,8.57880,49.78870
4.27082,5.44643,31.60385
9.59177,1.19915,30.08092
1.56585,4.84351,24.90662
8.01556,5.23561,38.58406
7.03590,3.50342,31.45059
1.12479,7.18168,30.96220
8.79510,2.52998,31.98770
7.32869,2.73975,30.33878
6.43122,3.43612,30.02839
1.35255,1.61025,14.35850
1.84894,7.56377,33.84616
3.63625,6.08288,32.77467
6.99959,7.43931,43.08853
6.33442,2.84642,28.63481
3.33632,1.19698,17.66078
7.68046,4.52917,35.78948
8.11848,5.89635,41.02016
4.54814,4.97191,30.58128
2.52829,3.00497,20.89729
1.24085,2.66239,17.37878
3.75509,6.04334,32.45902
2.36818,5.25992,27.58112
1.50148,1.81489,15.45668
6.42867,8.53547,45.56919
3.61833,6.20489,33.00049
1.20105,8.47505,34.54278
3.49889,6.62609,33.73372
9.95813,3.48210,37.64924
2.66023,6.05275,30.92982
7.48461,5.42418,38.21995
2.56478,8.75217,38.01622
9.22796,5.44733,42.02438
5.39781,9.17384,44.91107
2.50166,1.59930,16.74883
7.61972,5.77261,39.33289
5.71322,9.25098,46.34763
5.06454,8.32852,42.36587
9.09770,4.14766,37.17085
2.08817,2.91045,20.32458
5.76446,7.28686,40.12931
5.80445,5.72228,35.61160
9.64373,6.29517,44.78999
4.47132,3.86012,27.47185
5.13037,7.58490,40.14983
3.35169,5.80912,31.18530
2.34756,7.62341,34.48217
3.34119,6.82138,33.78000
5.94678,6.20773,37.53808
5.52410,8.18192,42.82126
4.33402,8.62425,41.64268
3.35554,2.88948,22.65657
6.01180,4.89643,33.30542
4.04665,6.05917,33.74338
8.06888,3.45326,33.25593
1.12927,7.06288,30.27594
8.41855,6.30606,42.32492
8.56609,4.54100,37.71243
7.64536,2.18647,29.04537
9.12304,6.57780,44.99176
9.16630,6.40447,44.31048
9.02181,3.12663,34.39482
5.35828,2.09452,24.01906
3.03701,9.11828,40.70693
1.13779,7.17615,30.49780
9.95336,5.15310,42.62491
2.60683,7.84444,35.60017
2.36905,3.72354,22.44745
9.92231,4.04694,39.11251
3.69781,7.41938,36.23017
7.59835,9.52012,50.54489
7.13151,7.25535,43.52163
7.07441,7.45444,43.23698
5.62855,9.68350,47.55045
5.42308,2.07706,23.73543
2.25377,5.26807,27.76207
8.25199,2.50509,31.32418
2.15753,4.30297,24.47348
5.51635,7.66767,40.97498
9.43926,9.13565,53.49947
3.01658,5.18117,28.62915
4.77280,4.40389,29.92805
4.24465,4.84639,29.59082
5.06819,9.49146,45.82440
3.65818,9.53296,42.49998
3.04391,5.92870,30.47950
7.58724,9.68128,51.17230
7.97475,5.00954,37.65798
2.44304,2.14845,18.17343
1.52351,3.95301,21.44886
9.64468,8.91887,52.90486
7.34819,1.44914,25.82189
3.64383,4.90301,28.62653
4.25114,8.35948,40.60158
7.60056,1.79208,27.51620
4.75865,2.04249,22.63627
1.77415,6.54429,30.54913
9.02630,9.59827,53.54858
2.35897,2.15177,18.31093
8.39141,8.58822,49.07464
5.37157,4.64542,31.99456
3.57532,7.14762,35.49969
6.53908,9.73896,48.90755
3.11881,7.25290,35.26413
5.03214,8.67382,43.53914
1.19703,5.45729,25.41131
3.26034,6.33781,32.74976
9.12674,7.88426,48.57650
5.97604,6.09074,37.58944
3.63927,1.31403,18.28896
1.68345,4.74991,24.44558
9.79629,8.07147,51.09991
4.92877,9.72464,45.58785
4.23564,8.41258,40.46835
3.99163,8.12600,39.47427
7.27409,2.92010,29.88522
8.69104,6.76477,44.59071
2.62584,1.03251,15.72221
8.59767,5.63103,41.28641
3.30753,1.97012,19.31968
6.94949,9.39170,48.59304
7.11100,8.47439,46.61570
9.94118,9.96929,57.06929
5.35227,1.64872,22.18402
3.05105,6.93640,33.41201
3.83330,5.05390,29.34718
2.74655,1.39013,16.18272
9.00682,5.03195,40.44709
7.78485,9.32390,50.58483
8.72600,9.19955,52.05824
5.88811,5.69157,36.11670
6.78113,5.84093,38.32477
8.07010,9.24440,50.82879
4.44214,7.89456,39.14214
6.64361,8.95267,47.20067
7.33835,4.20060,34.62100
4.17809,7.25807,36.81233
8.44035,3.82663,35.82592
1.51387,8.25912,34.41506
8.10181,8.99712,50.14061
9.72830,2.53167,33.80304
1.69161,8.71836,36.18537
5.67172,2.28575,25.18881
8.44120,7.33042,46.23487
7.78014,8.48117,48.23292
9.25257,9.85024,54.98319
2.17785,6.49370,31.18917
2.49387,2.14435,18.15286
4.29835,3.62992,26.68575
6.37775,3.85938,31.23324
5.51869,1.68013,22.83335
1.30534,8.68751,36.12592
6.74140,4.45926,33.49240
8.23298,1.24398,27.43092
6.44903,4.76446,34.56299
9.05338,2.06626,31.17040
2.84529,9.53400,41.61690
1.79277,7.35810,32.67961
2.29393,7.57724,33.86990
7.59785,4.21997,35.14224
3.20650,1.57851,18.40151
